18:00:39.120 [XNIO-1 task-1]  -1Uc2lwuTU22Urz_BEBF1g DEBUG com.networknt.schema.TypeValidator debug - validate( "b625893d", "b625893d", userId)
18:00:42.197 [XNIO-1 task-1]  cxMVhMiwSi2Sf5eIfpO3Kw DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user, base path is set to: null
18:00:42.198 [hz._hzInstance_1_dev.partition-operation.thread-12]   DEBUG c.n.oauth.cache.ServiceMapStore delete - Delete:a3665036
18:00:42.209 [XNIO-1 task-1]  aBGWk_qFSeSL9qf5POOTHw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/password/b9b62e69
18:00:42.209 [XNIO-1 task-1]  aBGWk_qFSeSL9qf5POOTHw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
18:00:42.209 [XNIO-1 task-1]  aBGWk_qFSeSL9qf5POOTHw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user/{userId}
18:00:42.209 [XNIO-1 task-1]  aBGWk_qFSeSL9qf5POOTHw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/password/{userId}
18:00:42.210 [XNIO-1 task-1]  aBGWk_qFSeSL9qf5POOTHw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/password/b9b62e69
18:00:42.210 [XNIO-1 task-1]  aBGWk_qFSeSL9qf5POOTHw DEBUG com.networknt.schema.TypeValidator debug - validate( {"password":"d855149b-f0e1-41e0-b1ab-c9d78db0aaad","newPassword":"e373252e-c316-4ab2-924f-d617072cfc2e","newPasswordConfirm":"e373252e-c316-4ab2-924f-d617072cfc2e"}, {"password":"d855149b-f0e1-41e0-b1ab-c9d78db0aaad","newPassword":"e373252e-c316-4ab2-924f-d617072cfc2e","newPasswordConfirm":"e373252e-c316-4ab2-924f-d617072cfc2e"}, requestBody)
18:00:42.210 [XNIO-1 task-1]  aBGWk_qFSeSL9qf5POOTHw DEBUG c.n.schema.PropertiesValidator debug - validate( {"password":"d855149b-f0e1-41e0-b1ab-c9d78db0aaad","newPassword":"e373252e-c316-4ab2-924f-d617072cfc2e","newPasswordConfirm":"e373252e-c316-4ab2-924f-d617072cfc2e"}, {"password":"d855149b-f0e1-41e0-b1ab-c9d78db0aaad","newPassword":"e373252e-c316-4ab2-924f-d617072cfc2e","newPasswordConfirm":"e373252e-c316-4ab2-924f-d617072cfc2e"}, requestBody)
18:00:42.210 [XNIO-1 task-1]  aBGWk_qFSeSL9qf5POOTHw DEBUG com.networknt.schema.FormatValidator debug - validate( "e373252e-c316-4ab2-924f-d617072cfc2e", {"password":"d855149b-f0e1-41e0-b1ab-c9d78db0aaad","newPassword":"e373252e-c316-4ab2-924f-d617072cfc2e","newPasswordConfirm":"e373252e-c316-4ab2-924f-d617072cfc2e"}, requestBody.newPasswordConfirm)
18:00:42.211 [XNIO-1 task-1]  aBGWk_qFSeSL9qf5POOTHw DEBUG com.networknt.schema.FormatValidator debug - validate( "d855149b-f0e1-41e0-b1ab-c9d78db0aaad", {"password":"d855149b-f0e1-41e0-b1ab-c9d78db0aaad","newPassword":"e373252e-c316-4ab2-924f-d617072cfc2e","newPasswordConfirm":"e373252e-c316-4ab2-924f-d617072cfc2e"}, requestBody.password)
18:00:42.211 [XNIO-1 task-1]  aBGWk_qFSeSL9qf5POOTHw DEBUG com.networknt.schema.FormatValidator debug - validate( "e373252e-c316-4ab2-924f-d617072cfc2e", {"password":"d855149b-f0e1-41e0-b1ab-c9d78db0aaad","newPassword":"e373252e-c316-4ab2-924f-d617072cfc2e","newPasswordConfirm":"e373252e-c316-4ab2-924f-d617072cfc2e"}, requestBody.newPassword)
18:00:42.235 [XNIO-1 task-1]  nyj5_5wfQ5ewL-m_DtEG7Q DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/password/0e63db85
18:00:42.235 [XNIO-1 task-1]  nyj5_5wfQ5ewL-m_DtEG7Q DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
18:00:42.235 [XNIO-1 task-1]  nyj5_5wfQ5ewL-m_DtEG7Q DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user/{userId}
18:00:42.235 [XNIO-1 task-1]  nyj5_5wfQ5ewL-m_DtEG7Q DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/password/{userId}
18:00:42.236 [XNIO-1 task-1]  nyj5_5wfQ5ewL-m_DtEG7Q DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/password/0e63db85
18:00:42.236 [XNIO-1 task-1]  nyj5_5wfQ5ewL-m_DtEG7Q DEBUG com.networknt.schema.TypeValidator debug - validate( {"password":"727164e0-29b8-48c2-8d7b-da05b74e6934","newPassword":"9b1b0aad-7d89-403c-8632-6b0c30ef542b","newPasswordConfirm":"9b1b0aad-7d89-403c-8632-6b0c30ef542b"}, {"password":"727164e0-29b8-48c2-8d7b-da05b74e6934","newPassword":"9b1b0aad-7d89-403c-8632-6b0c30ef542b","newPasswordConfirm":"9b1b0aad-7d89-403c-8632-6b0c30ef542b"}, requestBody)
18:00:42.236 [XNIO-1 task-1]  nyj5_5wfQ5ewL-m_DtEG7Q DEBUG c.n.schema.PropertiesValidator debug - validate( {"password":"727164e0-29b8-48c2-8d7b-da05b74e6934","newPassword":"9b1b0aad-7d89-403c-8632-6b0c30ef542b","newPasswordConfirm":"9b1b0aad-7d89-403c-8632-6b0c30ef542b"}, {"password":"727164e0-29b8-48c2-8d7b-da05b74e6934","newPassword":"9b1b0aad-7d89-403c-8632-6b0c30ef542b","newPasswordConfirm":"9b1b0aad-7d89-403c-8632-6b0c30ef542b"}, requestBody)
18:00:42.236 [XNIO-1 task-1]  nyj5_5wfQ5ewL-m_DtEG7Q DEBUG com.networknt.schema.FormatValidator debug - validate( "9b1b0aad-7d89-403c-8632-6b0c30ef542b", {"password":"727164e0-29b8-48c2-8d7b-da05b74e6934","newPassword":"9b1b0aad-7d89-403c-8632-6b0c30ef542b","newPasswordConfirm":"9b1b0aad-7d89-403c-8632-6b0c30ef542b"}, requestBody.newPasswordConfirm)
18:00:42.236 [XNIO-1 task-1]  nyj5_5wfQ5ewL-m_DtEG7Q DEBUG com.networknt.schema.FormatValidator debug - validate( "727164e0-29b8-48c2-8d7b-da05b74e6934", {"password":"727164e0-29b8-48c2-8d7b-da05b74e6934","newPassword":"9b1b0aad-7d89-403c-8632-6b0c30ef542b","newPasswordConfirm":"9b1b0aad-7d89-403c-8632-6b0c30ef542b"}, requestBody.password)
18:00:42.237 [XNIO-1 task-1]  nyj5_5wfQ5ewL-m_DtEG7Q DEBUG com.networknt.schema.FormatValidator debug - validate( "9b1b0aad-7d89-403c-8632-6b0c30ef542b", {"password":"727164e0-29b8-48c2-8d7b-da05b74e6934","newPassword":"9b1b0aad-7d89-403c-8632-6b0c30ef542b","newPasswordConfirm":"9b1b0aad-7d89-403c-8632-6b0c30ef542b"}, requestBody.newPassword)
18:00:42.259 [XNIO-1 task-1]  nxhGkFpvSUap2itbSECP_A DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
18:00:42.259 [XNIO-1 task-1]  nxhGkFpvSUap2itbSECP_A DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
18:00:42.259 [XNIO-1 task-1]  nxhGkFpvSUap2itbSECP_A DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
18:00:42.260 [XNIO-1 task-1]  nxhGkFpvSUap2itbSECP_A DEBUG com.networknt.schema.FormatValidator debug - validate( "1", "1", page)
18:00:42.284 [XNIO-1 task-1]  SIhwxXo9TX-v5vFzTsSSRw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
18:00:42.284 [XNIO-1 task-1]  SIhwxXo9TX-v5vFzTsSSRw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
18:00:42.284 [XNIO-1 task-1]  SIhwxXo9TX-v5vFzTsSSRw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
18:00:42.303 [XNIO-1 task-1]  SIhwxXo9TX-v5vFzTsSSRw DEBUG com.networknt.schema.FormatValidator debug - validate( "1", "1", page)
18:00:42.314 [XNIO-1 task-1]  bm0KxJykSQWm4TZCpG6H9A DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
18:00:42.314 [XNIO-1 task-1]  bm0KxJykSQWm4TZCpG6H9A DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
18:00:42.315 [XNIO-1 task-1]  bm0KxJykSQWm4TZCpG6H9A DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
18:00:42.331 [XNIO-1 task-1]  laO873d5SDGlpbZkSG0U9g DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user/c1719322
18:00:42.332 [XNIO-1 task-1]  laO873d5SDGlpbZkSG0U9g DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
18:00:42.332 [XNIO-1 task-1]  laO873d5SDGlpbZkSG0U9g DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user/{userId}
18:00:42.332 [XNIO-1 task-1]  laO873d5SDGlpbZkSG0U9g DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user/c1719322
18:00:42.340 [XNIO-1 task-1]  _iIOKXeKRXu6s5Fc_htO1Q DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user, base path is set to: null
18:00:42.340 [XNIO-1 task-1]  _iIOKXeKRXu6s5Fc_htO1Q DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/user
18:00:42.341 [XNIO-1 task-1]  _iIOKXeKRXu6s5Fc_htO1Q DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user, base path is set to: null
18:00:42.350 [XNIO-1 task-1]  YYkiUduzTPKpvp8TBZvmEA DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user/331614f7, base path is set to: null
18:00:42.353 [XNIO-1 task-1]  YYkiUduzTPKpvp8TBZvmEA DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/user
18:00:42.353 [XNIO-1 task-1]  YYkiUduzTPKpvp8TBZvmEA DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/user/{userId}
18:00:42.353 [XNIO-1 task-1]  YYkiUduzTPKpvp8TBZvmEA DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user/331614f7, base path is set to: null
18:00:42.353 [XNIO-1 task-1]  YYkiUduzTPKpvp8TBZvmEA DEBUG com.networknt.schema.TypeValidator debug - validate( "331614f7", "331614f7", userId)
18:00:42.385 [XNIO-1 task-1]  HWrghxIqQ-u2f6yqRtve1A DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user, base path is set to: null
18:00:42.385 [XNIO-1 task-1]  HWrghxIqQ-u2f6yqRtve1A DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/user
18:00:42.386 [XNIO-1 task-1]  HWrghxIqQ-u2f6yqRtve1A DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user, base path is set to: null
18:00:42.387 [hz._hzInstance_1_dev.partition-operation.thread-13]   DEBUG c.n.oauth.cache.RefreshTokenMapStore store - Store:50f78e55-7b4c-44d9-8640-616cce711f44
18:00:42.397 [hz._hzInstance_1_dev.partition-operation.thread-4]   DEBUG c.networknt.oauth.cache.UserMapStore load - Load:5696d250
18:00:42.398 [hz._hzInstance_1_dev.partition-operation.thread-4]   DEBUG c.networknt.oauth.cache.UserMapStore load - Load:5696d250
18:00:42.407 [XNIO-1 task-1]  SrwCV1XqSZmKnxIH3A8pLA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
18:00:42.407 [XNIO-1 task-1]  SrwCV1XqSZmKnxIH3A8pLA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
18:00:42.407 [XNIO-1 task-1]  SrwCV1XqSZmKnxIH3A8pLA DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user, base path is set to: null
18:00:42.408 [XNIO-1 task-1]  SrwCV1XqSZmKnxIH3A8pLA DEBUG com.networknt.schema.TypeValidator debug - validate( "1", "1", page)
18:00:42.422 [XNIO-1 task-1]  HZvEwDQWQLelWeyjrrG1NQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user/6e8d7045, base path is set to: null
18:00:42.422 [XNIO-1 task-1]  HZvEwDQWQLelWeyjrrG1NQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/user
18:00:42.423 [XNIO-1 task-1]  HZvEwDQWQLelWeyjrrG1NQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/user/{userId}
18:00:42.423 [XNIO-1 task-1]  HZvEwDQWQLelWeyjrrG1NQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user/6e8d7045, base path is set to: null
18:00:42.423 [XNIO-1 task-1]  HZvEwDQWQLelWeyjrrG1NQ DEBUG com.networknt.schema.TypeValidator debug - validate( "6e8d7045", "6e8d7045", userId)
18:00:42.432 [XNIO-1 task-1]  fmno8tztREKBUc9UgDTofA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
18:00:42.432 [XNIO-1 task-1]  fmno8tztREKBUc9UgDTofA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
18:00:42.432 [XNIO-1 task-1]  fmno8tztREKBUc9UgDTofA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
18:00:42.433 [XNIO-1 task-1]  fmno8tztREKBUc9UgDTofA DEBUG com.networknt.schema.FormatValidator debug - validate( "1", "1", page)
18:00:42.447 [XNIO-1 task-1]  n5awrynfQku-vjCdSG40eg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
18:00:42.447 [XNIO-1 task-1]  n5awrynfQku-vjCdSG40eg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
18:00:42.447 [XNIO-1 task-1]  n5awrynfQku-vjCdSG40eg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
18:00:42.492 [XNIO-1 task-1]  V5SmChWOTESiDeBtdYAA6g DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user/331614f7
18:00:42.492 [XNIO-1 task-1]  V5SmChWOTESiDeBtdYAA6g DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
18:00:42.492 [XNIO-1 task-1]  V5SmChWOTESiDeBtdYAA6g DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user/{userId}
18:00:42.493 [XNIO-1 task-1]  V5SmChWOTESiDeBtdYAA6g DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user/331614f7
18:00:42.498 [XNIO-1 task-1]  W1b-KEgXQc-O0LzsO5BiAw DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user, base path is set to: null
18:00:42.499 [XNIO-1 task-1]  W1b-KEgXQc-O0LzsO5BiAw DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/user
18:00:42.500 [XNIO-1 task-1]  W1b-KEgXQc-O0LzsO5BiAw DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user, base path is set to: null
18:00:42.524 [XNIO-1 task-1]  tjPQqdCcSYGKkBq_Ld_UAQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user, base path is set to: null
18:00:42.524 [XNIO-1 task-1]  tjPQqdCcSYGKkBq_Ld_UAQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/user
18:00:42.524 [XNIO-1 task-1]  tjPQqdCcSYGKkBq_Ld_UAQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user, base path is set to: null
18:00:42.537 [hz._hzInstance_1_dev.partition-operation.thread-2]   DEBUG c.n.oauth.cache.RefreshTokenMapStore store - Store:f6f238af-30d4-451d-9b43-5771e416f0ba
18:00:42.538 [XNIO-1 task-1]  7uBm-xv9QLiUbq700peVxg DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user, base path is set to: null
18:00:42.538 [XNIO-1 task-1]  7uBm-xv9QLiUbq700peVxg DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/user
18:00:42.539 [XNIO-1 task-1]  7uBm-xv9QLiUbq700peVxg DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user, base path is set to: null
18:00:42.571 [hz._hzInstance_1_dev.partition-operation.thread-2]   DEBUG c.n.oauth.cache.RefreshTokenMapStore delete - Delete:f6f238af-30d4-451d-9b43-5771e416f0ba
18:00:42.577 [XNIO-1 task-1]  nJekLEprSzymxNjPy1YJzg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user/5696d250
18:00:42.577 [XNIO-1 task-1]  nJekLEprSzymxNjPy1YJzg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
18:00:42.577 [XNIO-1 task-1]  nJekLEprSzymxNjPy1YJzg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user/{userId}
18:00:42.577 [XNIO-1 task-1]  nJekLEprSzymxNjPy1YJzg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user/5696d250
18:00:42.578 [hz._hzInstance_1_dev.partition-operation.thread-4]   DEBUG c.networknt.oauth.cache.UserMapStore delete - Delete:5696d250
18:00:42.589 [XNIO-1 task-1]  RmrOdcXATgi9IefmZaX-8g DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
18:00:42.589 [XNIO-1 task-1]  RmrOdcXATgi9IefmZaX-8g DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
18:00:42.590 [XNIO-1 task-1]  RmrOdcXATgi9IefmZaX-8g DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
18:00:42.631 [XNIO-1 task-1]  vHJc6-4YRZ6cwJeN5M4DVw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user/331614f7
18:00:42.631 [XNIO-1 task-1]  vHJc6-4YRZ6cwJeN5M4DVw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
18:00:42.631 [XNIO-1 task-1]  vHJc6-4YRZ6cwJeN5M4DVw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user/{userId}
18:00:42.632 [XNIO-1 task-1]  vHJc6-4YRZ6cwJeN5M4DVw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user/331614f7
18:00:42.641 [XNIO-1 task-1]  p8FQSrUKSWekswlWbIDLQw DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user, base path is set to: null
18:00:42.641 [XNIO-1 task-1]  p8FQSrUKSWekswlWbIDLQw DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/user
18:00:42.642 [XNIO-1 task-1]  p8FQSrUKSWekswlWbIDLQw DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user, base path is set to: null
18:00:42.642 [XNIO-1 task-1]  p8FQSrUKSWekswlWbIDLQw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
18:00:42.643 [XNIO-1 task-1]  p8FQSrUKSWekswlWbIDLQw DEBUG com.networknt.schema.FormatValidator debug - validate( "1", "1", page)
18:00:42.644 [hz._hzInstance_1_dev.partition-operation.thread-3]   DEBUG c.n.oauth.cache.ServiceMapStore load - Load:00fae749
18:00:42.654 [XNIO-1 task-1]  V_uiakWMTTWslPHDeKvHKg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
18:00:42.654 [XNIO-1 task-1]  V_uiakWMTTWslPHDeKvHKg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
18:00:42.655 [XNIO-1 task-1]  V_uiakWMTTWslPHDeKvHKg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
18:00:42.655 [XNIO-1 task-1]  V_uiakWMTTWslPHDeKvHKg DEBUG com.networknt.schema.FormatValidator debug - validate( "1", "1", page)
18:00:42.665 [XNIO-1 task-1]  7uesvdiDQMy5Q4BgCHOUYQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user/6e8d7045
18:00:42.666 [XNIO-1 task-1]  7uesvdiDQMy5Q4BgCHOUYQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
18:00:42.666 [XNIO-1 task-1]  7uesvdiDQMy5Q4BgCHOUYQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user/{userId}
18:00:42.667 [XNIO-1 task-1]  7uesvdiDQMy5Q4BgCHOUYQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user/6e8d7045
18:00:42.682 [XNIO-1 task-1]  REekq_U3RIWOiFfRUTBW7g DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user/5d540b51, base path is set to: null
18:00:42.682 [XNIO-1 task-1]  REekq_U3RIWOiFfRUTBW7g DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/user
18:00:42.682 [XNIO-1 task-1]  REekq_U3RIWOiFfRUTBW7g DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/user/{userId}
18:00:42.682 [XNIO-1 task-1]  REekq_U3RIWOiFfRUTBW7g DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user/5d540b51, base path is set to: null
18:00:42.683 [XNIO-1 task-1]  REekq_U3RIWOiFfRUTBW7g DEBUG com.networknt.schema.TypeValidator debug - validate( "5d540b51", "5d540b51", userId)
18:00:42.693 [XNIO-1 task-1]  rcJU0csQS06ATvp2Xr8E4A DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/password/b79c68a8
18:00:42.693 [XNIO-1 task-1]  rcJU0csQS06ATvp2Xr8E4A DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
18:00:42.693 [XNIO-1 task-1]  rcJU0csQS06ATvp2Xr8E4A DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user/{userId}
18:00:42.693 [XNIO-1 task-1]  rcJU0csQS06ATvp2Xr8E4A DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/password/{userId}
18:00:42.694 [XNIO-1 task-1]  rcJU0csQS06ATvp2Xr8E4A DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/password/b79c68a8
18:00:42.696 [XNIO-1 task-1]  rcJU0csQS06ATvp2Xr8E4A DEBUG com.networknt.schema.TypeValidator debug - validate( {"password":"506a84b6-efea-4965-a553-33dec2ebbc6f","newPassword":"b123f5fa-0d02-42dd-8174-3284ceb35aaa","newPasswordConfirm":"b123f5fa-0d02-42dd-8174-3284ceb35aaa"}, {"password":"506a84b6-efea-4965-a553-33dec2ebbc6f","newPassword":"b123f5fa-0d02-42dd-8174-3284ceb35aaa","newPasswordConfirm":"b123f5fa-0d02-42dd-8174-3284ceb35aaa"}, requestBody)
18:00:42.696 [XNIO-1 task-1]  rcJU0csQS06ATvp2Xr8E4A DEBUG c.n.schema.PropertiesValidator debug - validate( {"password":"506a84b6-efea-4965-a553-33dec2ebbc6f","newPassword":"b123f5fa-0d02-42dd-8174-3284ceb35aaa","newPasswordConfirm":"b123f5fa-0d02-42dd-8174-3284ceb35aaa"}, {"password":"506a84b6-efea-4965-a553-33dec2ebbc6f","newPassword":"b123f5fa-0d02-42dd-8174-3284ceb35aaa","newPasswordConfirm":"b123f5fa-0d02-42dd-8174-3284ceb35aaa"}, requestBody)
18:00:42.696 [XNIO-1 task-1]  rcJU0csQS06ATvp2Xr8E4A DEBUG com.networknt.schema.FormatValidator debug - validate( "b123f5fa-0d02-42dd-8174-3284ceb35aaa", {"password":"506a84b6-efea-4965-a553-33dec2ebbc6f","newPassword":"b123f5fa-0d02-42dd-8174-3284ceb35aaa","newPasswordConfirm":"b123f5fa-0d02-42dd-8174-3284ceb35aaa"}, requestBody.newPasswordConfirm)
18:00:42.696 [XNIO-1 task-1]  rcJU0csQS06ATvp2Xr8E4A DEBUG com.networknt.schema.FormatValidator debug - validate( "506a84b6-efea-4965-a553-33dec2ebbc6f", {"password":"506a84b6-efea-4965-a553-33dec2ebbc6f","newPassword":"b123f5fa-0d02-42dd-8174-3284ceb35aaa","newPasswordConfirm":"b123f5fa-0d02-42dd-8174-3284ceb35aaa"}, requestBody.password)
18:00:42.696 [XNIO-1 task-1]  rcJU0csQS06ATvp2Xr8E4A DEBUG com.networknt.schema.FormatValidator debug - validate( "b123f5fa-0d02-42dd-8174-3284ceb35aaa", {"password":"506a84b6-efea-4965-a553-33dec2ebbc6f","newPassword":"b123f5fa-0d02-42dd-8174-3284ceb35aaa","newPasswordConfirm":"b123f5fa-0d02-42dd-8174-3284ceb35aaa"}, requestBody.newPassword)
18:00:42.778 [XNIO-1 task-1]  tTiebAjuRgKr8ZdgkGOOMw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/password/331614f7
18:00:42.778 [XNIO-1 task-1]  tTiebAjuRgKr8ZdgkGOOMw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
18:00:42.778 [XNIO-1 task-1]  tTiebAjuRgKr8ZdgkGOOMw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user/{userId}
18:00:42.778 [XNIO-1 task-1]  tTiebAjuRgKr8ZdgkGOOMw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/password/{userId}
18:00:42.779 [XNIO-1 task-1]  tTiebAjuRgKr8ZdgkGOOMw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/password/331614f7
18:00:42.779 [XNIO-1 task-1]  tTiebAjuRgKr8ZdgkGOOMw DEBUG com.networknt.schema.TypeValidator debug - validate( {"password":"320c5c59-2764-401a-bee2-7bf47ea3f8d3","newPassword":"d0ce1c49-7307-46ff-ba37-6c914b2b58ed","newPasswordConfirm":"d0ce1c49-7307-46ff-ba37-6c914b2b58ed"}, {"password":"320c5c59-2764-401a-bee2-7bf47ea3f8d3","newPassword":"d0ce1c49-7307-46ff-ba37-6c914b2b58ed","newPasswordConfirm":"d0ce1c49-7307-46ff-ba37-6c914b2b58ed"}, requestBody)
18:00:42.779 [XNIO-1 task-1]  tTiebAjuRgKr8ZdgkGOOMw DEBUG c.n.schema.PropertiesValidator debug - validate( {"password":"320c5c59-2764-401a-bee2-7bf47ea3f8d3","newPassword":"d0ce1c49-7307-46ff-ba37-6c914b2b58ed","newPasswordConfirm":"d0ce1c49-7307-46ff-ba37-6c914b2b58ed"}, {"password":"320c5c59-2764-401a-bee2-7bf47ea3f8d3","newPassword":"d0ce1c49-7307-46ff-ba37-6c914b2b58ed","newPasswordConfirm":"d0ce1c49-7307-46ff-ba37-6c914b2b58ed"}, requestBody)
18:00:42.779 [XNIO-1 task-1]  tTiebAjuRgKr8ZdgkGOOMw DEBUG com.networknt.schema.FormatValidator debug - validate( "d0ce1c49-7307-46ff-ba37-6c914b2b58ed", {"password":"320c5c59-2764-401a-bee2-7bf47ea3f8d3","newPassword":"d0ce1c49-7307-46ff-ba37-6c914b2b58ed","newPasswordConfirm":"d0ce1c49-7307-46ff-ba37-6c914b2b58ed"}, requestBody.newPasswordConfirm)
