17:00:39.530 [XNIO-1 task-1]  3hlNntToQtOm73AOXr4kRQ DEBUG com.networknt.schema.TypeValidator debug - validate( {"password":"1d79fe08-ee9f-4141-b856-5c00f4cf7319","newPassword":"1df58163-41bc-4d70-893a-29d3b5c59b62","newPasswordConfirm":"1df58163-41bc-4d70-893a-29d3b5c59b62"}, {"password":"1d79fe08-ee9f-4141-b856-5c00f4cf7319","newPassword":"1df58163-41bc-4d70-893a-29d3b5c59b62","newPasswordConfirm":"1df58163-41bc-4d70-893a-29d3b5c59b62"}, requestBody)
17:00:42.772 [XNIO-1 task-2]  tkX3nIHMRMOBPHY4oZCRqA DEBUG com.networknt.schema.TypeValidator debug - validate( "1", "1", page)
17:00:42.782 [XNIO-1 task-2]  3Ib02WOCQfahZePTkGkebw DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user, base path is set to: null
17:00:42.783 [XNIO-1 task-2]  3Ib02WOCQfahZePTkGkebw DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/user
17:00:42.783 [XNIO-1 task-2]  3Ib02WOCQfahZePTkGkebw DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user, base path is set to: null
17:00:42.783 [XNIO-1 task-2]  3Ib02WOCQfahZePTkGkebw DEBUG com.networknt.schema.TypeValidator debug - validate( "1", "1", page)
17:00:42.805 [XNIO-1 task-2]  TxKD-qNeRZyrfCDJpKmszw DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user, base path is set to: null
17:00:42.806 [XNIO-1 task-2]  TxKD-qNeRZyrfCDJpKmszw DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/user
17:00:42.806 [XNIO-1 task-2]  TxKD-qNeRZyrfCDJpKmszw DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user, base path is set to: null
17:00:42.806 [XNIO-1 task-2]  TxKD-qNeRZyrfCDJpKmszw DEBUG com.networknt.schema.TypeValidator debug - validate( "1", "1", page)
17:00:42.813 [XNIO-1 task-2]  qS-Kg7D7QmS3eRq6jcdtJA DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user, base path is set to: null
17:00:42.813 [XNIO-1 task-2]  qS-Kg7D7QmS3eRq6jcdtJA DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/user
17:00:42.815 [XNIO-1 task-2]  qS-Kg7D7QmS3eRq6jcdtJA DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user, base path is set to: null
17:00:42.844 [XNIO-1 task-2]  NDMd9iHgSTCoImB8XAqXCw DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user, base path is set to: null
17:00:42.844 [XNIO-1 task-2]  NDMd9iHgSTCoImB8XAqXCw DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/user
17:00:42.845 [XNIO-1 task-2]  NDMd9iHgSTCoImB8XAqXCw DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user, base path is set to: null
17:00:42.845 [XNIO-1 task-2]  NDMd9iHgSTCoImB8XAqXCw DEBUG com.networknt.schema.TypeValidator debug - validate( "1", "1", page)
17:00:42.883 [XNIO-1 task-2]  gytDJLuPSdS-3F53p1Sk5w DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user, base path is set to: null
17:00:42.884 [XNIO-1 task-2]  gytDJLuPSdS-3F53p1Sk5w DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/user
17:00:42.885 [XNIO-1 task-2]  gytDJLuPSdS-3F53p1Sk5w DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user, base path is set to: null
17:00:42.907 [XNIO-1 task-2]  HEIlE1mHTbCuOfRvscraVg DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user, base path is set to: null
17:00:42.907 [XNIO-1 task-2]  HEIlE1mHTbCuOfRvscraVg DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/user
17:00:42.907 [XNIO-1 task-2]  HEIlE1mHTbCuOfRvscraVg DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user, base path is set to: null
17:00:42.908 [XNIO-1 task-2]  HEIlE1mHTbCuOfRvscraVg DEBUG com.networknt.schema.TypeValidator debug - validate( "1", "1", page)
17:00:42.919 [XNIO-1 task-2]  XviruIjWT_CSvE5yH16Fmw DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user/956b9f84, base path is set to: null
17:00:42.919 [XNIO-1 task-2]  XviruIjWT_CSvE5yH16Fmw DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/user
17:00:42.919 [XNIO-1 task-2]  XviruIjWT_CSvE5yH16Fmw DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/user/{userId}
17:00:42.920 [XNIO-1 task-2]  XviruIjWT_CSvE5yH16Fmw DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user/956b9f84, base path is set to: null
17:00:42.920 [XNIO-1 task-2]  XviruIjWT_CSvE5yH16Fmw DEBUG com.networknt.schema.TypeValidator debug - validate( "956b9f84", "956b9f84", userId)
17:00:42.926 [hz._hzInstance_1_dev.partition-operation.thread-3]   DEBUG c.n.oauth.cache.RefreshTokenMapStore store - Store:7e21ec75-587e-4b64-a5e7-09921ad589a5
17:00:42.929 [XNIO-1 task-2]  mxgbafHaQU2lrGSabU_mMA DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user, base path is set to: null
17:00:42.930 [XNIO-1 task-2]  mxgbafHaQU2lrGSabU_mMA DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/user
17:00:42.930 [XNIO-1 task-2]  mxgbafHaQU2lrGSabU_mMA DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user, base path is set to: null
17:00:42.948 [hz._hzInstance_1_dev.partition-operation.thread-3]   DEBUG c.n.oauth.cache.RefreshTokenMapStore delete - Delete:7e21ec75-587e-4b64-a5e7-09921ad589a5
17:00:42.957 [XNIO-1 task-2]  s6Y5Uw4NShyuTFsLydI_zA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
17:00:42.957 [XNIO-1 task-2]  s6Y5Uw4NShyuTFsLydI_zA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
17:00:42.958 [XNIO-1 task-2]  s6Y5Uw4NShyuTFsLydI_zA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
17:00:42.973 [XNIO-1 task-2]  889y_KndRnmKHi2dpJyAUQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/password/6d6403a5
17:00:42.974 [XNIO-1 task-2]  889y_KndRnmKHi2dpJyAUQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
17:00:42.974 [XNIO-1 task-2]  889y_KndRnmKHi2dpJyAUQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user/{userId}
17:00:42.974 [XNIO-1 task-2]  889y_KndRnmKHi2dpJyAUQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/password/{userId}
17:00:42.974 [XNIO-1 task-2]  889y_KndRnmKHi2dpJyAUQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/password/6d6403a5
17:00:42.977 [XNIO-1 task-2]  889y_KndRnmKHi2dpJyAUQ DEBUG com.networknt.schema.TypeValidator debug - validate( {"password":"eb208510-de62-40c5-a0fd-efdd28562838","newPassword":"78f6225a-a11b-4dba-9092-6a817ec2febf","newPasswordConfirm":"78f6225a-a11b-4dba-9092-6a817ec2febf"}, {"password":"eb208510-de62-40c5-a0fd-efdd28562838","newPassword":"78f6225a-a11b-4dba-9092-6a817ec2febf","newPasswordConfirm":"78f6225a-a11b-4dba-9092-6a817ec2febf"}, requestBody)
17:00:42.977 [XNIO-1 task-2]  889y_KndRnmKHi2dpJyAUQ DEBUG c.n.schema.PropertiesValidator debug - validate( {"password":"eb208510-de62-40c5-a0fd-efdd28562838","newPassword":"78f6225a-a11b-4dba-9092-6a817ec2febf","newPasswordConfirm":"78f6225a-a11b-4dba-9092-6a817ec2febf"}, {"password":"eb208510-de62-40c5-a0fd-efdd28562838","newPassword":"78f6225a-a11b-4dba-9092-6a817ec2febf","newPasswordConfirm":"78f6225a-a11b-4dba-9092-6a817ec2febf"}, requestBody)
17:00:42.977 [XNIO-1 task-2]  889y_KndRnmKHi2dpJyAUQ DEBUG com.networknt.schema.FormatValidator debug - validate( "78f6225a-a11b-4dba-9092-6a817ec2febf", {"password":"eb208510-de62-40c5-a0fd-efdd28562838","newPassword":"78f6225a-a11b-4dba-9092-6a817ec2febf","newPasswordConfirm":"78f6225a-a11b-4dba-9092-6a817ec2febf"}, requestBody.newPasswordConfirm)
17:00:42.977 [XNIO-1 task-2]  889y_KndRnmKHi2dpJyAUQ DEBUG com.networknt.schema.FormatValidator debug - validate( "eb208510-de62-40c5-a0fd-efdd28562838", {"password":"eb208510-de62-40c5-a0fd-efdd28562838","newPassword":"78f6225a-a11b-4dba-9092-6a817ec2febf","newPasswordConfirm":"78f6225a-a11b-4dba-9092-6a817ec2febf"}, requestBody.password)
17:00:42.977 [XNIO-1 task-2]  889y_KndRnmKHi2dpJyAUQ DEBUG com.networknt.schema.FormatValidator debug - validate( "78f6225a-a11b-4dba-9092-6a817ec2febf", {"password":"eb208510-de62-40c5-a0fd-efdd28562838","newPassword":"78f6225a-a11b-4dba-9092-6a817ec2febf","newPasswordConfirm":"78f6225a-a11b-4dba-9092-6a817ec2febf"}, requestBody.newPassword)
17:00:43.072 [XNIO-1 task-2]  UC30b5CcRzqIaHsUj9Nj-w DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
17:00:43.072 [XNIO-1 task-2]  UC30b5CcRzqIaHsUj9Nj-w DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
17:00:43.072 [XNIO-1 task-2]  UC30b5CcRzqIaHsUj9Nj-w DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
17:00:43.112 [XNIO-1 task-2]  VwIoZ1doQqaJRlZmZvcVfg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user/05ebf10e
17:00:43.112 [XNIO-1 task-2]  VwIoZ1doQqaJRlZmZvcVfg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
17:00:43.112 [XNIO-1 task-2]  VwIoZ1doQqaJRlZmZvcVfg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user/{userId}
17:00:43.112 [XNIO-1 task-2]  VwIoZ1doQqaJRlZmZvcVfg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user/05ebf10e
17:00:43.152 [XNIO-1 task-2]  eXLWNxR-SpOwoBTyG7N-LQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user, base path is set to: null
17:00:43.153 [XNIO-1 task-2]  eXLWNxR-SpOwoBTyG7N-LQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/user
17:00:43.153 [XNIO-1 task-2]  eXLWNxR-SpOwoBTyG7N-LQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user, base path is set to: null
17:00:43.153 [XNIO-1 task-2]  eXLWNxR-SpOwoBTyG7N-LQ DEBUG com.networknt.schema.TypeValidator debug - validate( "1", "1", page)
17:00:43.177 [XNIO-1 task-2]  8p729PBzQ3aMm6CqdV3U2g DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user, base path is set to: null
17:00:43.177 [XNIO-1 task-2]  8p729PBzQ3aMm6CqdV3U2g DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/user
17:00:43.177 [XNIO-1 task-2]  8p729PBzQ3aMm6CqdV3U2g DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user, base path is set to: null
17:00:43.205 [XNIO-1 task-2]  oe0IpabmQ7euSzhBM41Nbg DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user, base path is set to: null
17:00:43.205 [XNIO-1 task-2]  oe0IpabmQ7euSzhBM41Nbg DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/user
17:00:43.206 [XNIO-1 task-2]  oe0IpabmQ7euSzhBM41Nbg DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user, base path is set to: null
17:00:43.220 [XNIO-1 task-2]  agITuftSSJKNbO4aIV8gNg DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user/a60ba421, base path is set to: null
17:00:43.221 [XNIO-1 task-2]  agITuftSSJKNbO4aIV8gNg DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/user
17:00:43.221 [XNIO-1 task-2]  agITuftSSJKNbO4aIV8gNg DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/user/{userId}
17:00:43.221 [XNIO-1 task-2]  agITuftSSJKNbO4aIV8gNg DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user/a60ba421, base path is set to: null
17:00:43.222 [XNIO-1 task-2]  agITuftSSJKNbO4aIV8gNg DEBUG com.networknt.schema.TypeValidator debug - validate( "a60ba421", "a60ba421", userId)
17:00:43.233 [XNIO-1 task-2]  7wjLLnVuQ2SA_OGk1v7OCg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/password/6d6403a5
17:00:43.234 [XNIO-1 task-2]  7wjLLnVuQ2SA_OGk1v7OCg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
17:00:43.234 [XNIO-1 task-2]  7wjLLnVuQ2SA_OGk1v7OCg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user/{userId}
17:00:43.234 [XNIO-1 task-2]  7wjLLnVuQ2SA_OGk1v7OCg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/password/{userId}
17:00:43.234 [XNIO-1 task-2]  7wjLLnVuQ2SA_OGk1v7OCg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/password/6d6403a5
17:00:43.235 [XNIO-1 task-2]  7wjLLnVuQ2SA_OGk1v7OCg DEBUG com.networknt.schema.TypeValidator debug - validate( {"password":"78f6225a-a11b-4dba-9092-6a817ec2febf","newPassword":"46717129-40f9-44b2-b0eb-7ba03ab2ca03","newPasswordConfirm":"46717129-40f9-44b2-b0eb-7ba03ab2ca03"}, {"password":"78f6225a-a11b-4dba-9092-6a817ec2febf","newPassword":"46717129-40f9-44b2-b0eb-7ba03ab2ca03","newPasswordConfirm":"46717129-40f9-44b2-b0eb-7ba03ab2ca03"}, requestBody)
17:00:43.235 [XNIO-1 task-2]  7wjLLnVuQ2SA_OGk1v7OCg DEBUG c.n.schema.PropertiesValidator debug - validate( {"password":"78f6225a-a11b-4dba-9092-6a817ec2febf","newPassword":"46717129-40f9-44b2-b0eb-7ba03ab2ca03","newPasswordConfirm":"46717129-40f9-44b2-b0eb-7ba03ab2ca03"}, {"password":"78f6225a-a11b-4dba-9092-6a817ec2febf","newPassword":"46717129-40f9-44b2-b0eb-7ba03ab2ca03","newPasswordConfirm":"46717129-40f9-44b2-b0eb-7ba03ab2ca03"}, requestBody)
17:00:43.235 [XNIO-1 task-2]  7wjLLnVuQ2SA_OGk1v7OCg DEBUG com.networknt.schema.FormatValidator debug - validate( "46717129-40f9-44b2-b0eb-7ba03ab2ca03", {"password":"78f6225a-a11b-4dba-9092-6a817ec2febf","newPassword":"46717129-40f9-44b2-b0eb-7ba03ab2ca03","newPasswordConfirm":"46717129-40f9-44b2-b0eb-7ba03ab2ca03"}, requestBody.newPasswordConfirm)
17:00:43.235 [XNIO-1 task-2]  7wjLLnVuQ2SA_OGk1v7OCg DEBUG com.networknt.schema.FormatValidator debug - validate( "78f6225a-a11b-4dba-9092-6a817ec2febf", {"password":"78f6225a-a11b-4dba-9092-6a817ec2febf","newPassword":"46717129-40f9-44b2-b0eb-7ba03ab2ca03","newPasswordConfirm":"46717129-40f9-44b2-b0eb-7ba03ab2ca03"}, requestBody.password)
17:00:43.235 [XNIO-1 task-2]  7wjLLnVuQ2SA_OGk1v7OCg DEBUG com.networknt.schema.FormatValidator debug - validate( "46717129-40f9-44b2-b0eb-7ba03ab2ca03", {"password":"78f6225a-a11b-4dba-9092-6a817ec2febf","newPassword":"46717129-40f9-44b2-b0eb-7ba03ab2ca03","newPasswordConfirm":"46717129-40f9-44b2-b0eb-7ba03ab2ca03"}, requestBody.newPassword)
17:00:43.263 [XNIO-1 task-2]  Ua-dCfENQqOy-spyyZ-r8g DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user/6d6403a5
17:00:43.263 [XNIO-1 task-2]  Ua-dCfENQqOy-spyyZ-r8g DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
17:00:43.263 [XNIO-1 task-2]  Ua-dCfENQqOy-spyyZ-r8g DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user/{userId}
17:00:43.263 [XNIO-1 task-2]  Ua-dCfENQqOy-spyyZ-r8g DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user/6d6403a5
17:00:43.268 [hz._hzInstance_1_dev.partition-operation.thread-4]   DEBUG c.n.oauth.cache.RefreshTokenMapStore load - Load:a104ba5a-1b78-4fe8-a267-f165a07767f5
17:00:43.269 [hz._hzInstance_1_dev.partition-operation.thread-4]   DEBUG c.n.oauth.cache.RefreshTokenMapStore load - Load:a104ba5a-1b78-4fe8-a267-f165a07767f5
17:00:43.271 [XNIO-1 task-2]  zNFuHoKcRTO4qf0WnjdIhA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user/6d6403a5
17:00:43.271 [XNIO-1 task-2]  zNFuHoKcRTO4qf0WnjdIhA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
17:00:43.271 [XNIO-1 task-2]  zNFuHoKcRTO4qf0WnjdIhA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user/{userId}
17:00:43.271 [XNIO-1 task-2]  zNFuHoKcRTO4qf0WnjdIhA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user/6d6403a5
17:00:43.284 [XNIO-1 task-2]  704L_E_mTXWkEKnSW9qKCA DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user, base path is set to: null
17:00:43.285 [XNIO-1 task-2]  704L_E_mTXWkEKnSW9qKCA DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/user
17:00:43.285 [XNIO-1 task-2]  704L_E_mTXWkEKnSW9qKCA DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user, base path is set to: null
17:00:43.286 [XNIO-1 task-2]  704L_E_mTXWkEKnSW9qKCA DEBUG com.networknt.schema.TypeValidator debug - validate( "1", "1", page)
17:00:43.296 [XNIO-1 task-2]  D-lc0MKcTLWi4yw4Y61Ozw DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user, base path is set to: null
17:00:43.296 [XNIO-1 task-2]  D-lc0MKcTLWi4yw4Y61Ozw DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/user
17:00:43.297 [XNIO-1 task-2]  D-lc0MKcTLWi4yw4Y61Ozw DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user, base path is set to: null
17:00:43.297 [XNIO-1 task-2]  D-lc0MKcTLWi4yw4Y61Ozw DEBUG com.networknt.schema.TypeValidator debug - validate( "1", "1", page)
17:00:43.348 [XNIO-1 task-2]  4YSNMaB2Q-SuY6Yh5gGSmw DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user, base path is set to: null
17:00:43.348 [XNIO-1 task-2]  4YSNMaB2Q-SuY6Yh5gGSmw DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/user
17:00:43.348 [XNIO-1 task-2]  4YSNMaB2Q-SuY6Yh5gGSmw DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user, base path is set to: null
17:00:43.371 [XNIO-1 task-2]  mGzlHzbFQqG-mhTeezPuUg DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user, base path is set to: null
17:00:43.371 [XNIO-1 task-2]  mGzlHzbFQqG-mhTeezPuUg DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/user
17:00:43.372 [XNIO-1 task-2]  mGzlHzbFQqG-mhTeezPuUg DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user, base path is set to: null
17:00:43.372 [XNIO-1 task-2]  mGzlHzbFQqG-mhTeezPuUg DEBUG com.networknt.schema.TypeValidator debug - validate( "1", "1", page)
17:00:43.379 [XNIO-1 task-2]  8EooTzi_RwKhHGtzjZhwmg DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user/e45b7dfd, base path is set to: null
17:00:43.379 [XNIO-1 task-2]  8EooTzi_RwKhHGtzjZhwmg DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/user
17:00:43.379 [XNIO-1 task-2]  8EooTzi_RwKhHGtzjZhwmg DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/user/{userId}
17:00:43.382 [XNIO-1 task-2]  8EooTzi_RwKhHGtzjZhwmg DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user/e45b7dfd, base path is set to: null
17:00:43.382 [XNIO-1 task-2]  8EooTzi_RwKhHGtzjZhwmg DEBUG com.networknt.schema.TypeValidator debug - validate( "e45b7dfd", "e45b7dfd", userId)
17:00:43.393 [XNIO-1 task-2]  oQx_YJjwThuPYxOkZwZxPg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
17:00:43.408 [XNIO-1 task-2]  oQx_YJjwThuPYxOkZwZxPg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
17:00:43.409 [XNIO-1 task-2]  oQx_YJjwThuPYxOkZwZxPg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
17:00:43.425 [XNIO-1 task-2]  FtKxNl9bTG2l9PrvOFC88w DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
17:00:43.425 [XNIO-1 task-2]  FtKxNl9bTG2l9PrvOFC88w DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
17:00:43.425 [XNIO-1 task-2]  FtKxNl9bTG2l9PrvOFC88w DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
17:00:43.426 [XNIO-1 task-2]  FtKxNl9bTG2l9PrvOFC88w DEBUG com.networknt.schema.FormatValidator debug - validate( "1", "1", page)
17:00:43.438 [XNIO-1 task-2]  IfvpPah1T7e99lpYmabNyw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user/e45b7dfd
17:00:43.438 [XNIO-1 task-2]  IfvpPah1T7e99lpYmabNyw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
17:00:43.438 [XNIO-1 task-2]  IfvpPah1T7e99lpYmabNyw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user/{userId}
17:00:43.439 [XNIO-1 task-2]  IfvpPah1T7e99lpYmabNyw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user/e45b7dfd
17:00:43.449 [XNIO-1 task-2]  CdRpW_e7SI2mIK-0kgBZcQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user, base path is set to: null
17:00:43.449 [XNIO-1 task-2]  CdRpW_e7SI2mIK-0kgBZcQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/user
17:00:43.450 [XNIO-1 task-2]  CdRpW_e7SI2mIK-0kgBZcQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user, base path is set to: null
17:00:43.475 [XNIO-1 task-2]  X15yIa2eR8Cg9TO9Up-xZQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user/e45b7dfd, base path is set to: null
17:00:43.476 [XNIO-1 task-2]  X15yIa2eR8Cg9TO9Up-xZQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/user
17:00:43.476 [XNIO-1 task-2]  X15yIa2eR8Cg9TO9Up-xZQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/user/{userId}
17:00:43.476 [XNIO-1 task-2]  X15yIa2eR8Cg9TO9Up-xZQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user/e45b7dfd, base path is set to: null
17:00:43.477 [XNIO-1 task-2]  X15yIa2eR8Cg9TO9Up-xZQ DEBUG com.networknt.schema.TypeValidator debug - validate( "e45b7dfd", "e45b7dfd", userId)
17:00:43.493 [XNIO-1 task-2]  5CSb1PY9ROa69QOTcZoZng DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
17:00:43.493 [XNIO-1 task-2]  5CSb1PY9ROa69QOTcZoZng DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
17:00:43.494 [XNIO-1 task-2]  5CSb1PY9ROa69QOTcZoZng DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
17:00:43.494 [XNIO-1 task-2]  5CSb1PY9ROa69QOTcZoZng DEBUG com.networknt.schema.FormatValidator debug - validate( "1", "1", page)
17:00:43.502 [XNIO-1 task-2]  pD3dBUZqT7azpnK3w5luJQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
17:00:43.502 [XNIO-1 task-2]  pD3dBUZqT7azpnK3w5luJQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
17:00:43.503 [XNIO-1 task-2]  pD3dBUZqT7azpnK3w5luJQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
17:00:43.541 [XNIO-1 task-2]  jlDH9hwmQjq4AkYlb7zM7Q DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user/2987f09c
17:00:43.541 [XNIO-1 task-2]  jlDH9hwmQjq4AkYlb7zM7Q DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
17:00:43.541 [XNIO-1 task-2]  jlDH9hwmQjq4AkYlb7zM7Q DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user/{userId}
17:00:43.541 [XNIO-1 task-2]  jlDH9hwmQjq4AkYlb7zM7Q DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user/2987f09c
17:00:43.569 [hz._hzInstance_1_dev.partition-operation.thread-13]   DEBUG c.n.oauth.cache.ClientMapStore load - Load:6b5c763e-4f45-4f89-b6cc-14d644c57f9b
17:00:43.588 [XNIO-1 task-2]  70Si4IDBRFG13tbeRV-B4w DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user, base path is set to: null
17:00:43.588 [XNIO-1 task-2]  70Si4IDBRFG13tbeRV-B4w DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/user
17:00:43.589 [XNIO-1 task-2]  70Si4IDBRFG13tbeRV-B4w DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user, base path is set to: null
17:00:43.589 [XNIO-1 task-2]  70Si4IDBRFG13tbeRV-B4w DEBUG com.networknt.schema.TypeValidator debug - validate( "1", "1", page)
