09:02:57.861 [XNIO-1 task-1]  mqU8l2_HRRyR5Jin7mg9uQ DEBUG com.networknt.schema.TypeValidator debug - validate( "920f67ac-061d-4f4f-91a4-e92bcfcb4ccc", {"password":"a54c83b5-79b9-4b55-8de6-bb90a71761ea","newPassword":"920f67ac-061d-4f4f-91a4-e92bcfcb4ccc","newPasswordConfirm":"920f67ac-061d-4f4f-91a4-e92bcfcb4ccc"}, requestBody.newPassword)
09:02:59.044 [XNIO-1 task-1]  Jr0MawjlRuu83sqJWLYvKQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user/7ff3e1b7, base path is set to: null
09:02:59.045 [XNIO-1 task-1]  Jr0MawjlRuu83sqJWLYvKQ DEBUG com.networknt.schema.TypeValidator debug - validate( "7ff3e1b7", "7ff3e1b7", userId)
09:02:59.047 [XNIO-1 task-1]  m5FT8MlSTfuN7PcqOmgLbQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user/7ff3e1b7
09:02:59.047 [XNIO-1 task-1]  m5FT8MlSTfuN7PcqOmgLbQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
09:02:59.047 [XNIO-1 task-1]  m5FT8MlSTfuN7PcqOmgLbQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user/{userId}
09:02:59.048 [XNIO-1 task-1]  m5FT8MlSTfuN7PcqOmgLbQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user/7ff3e1b7
09:02:59.058 [XNIO-1 task-1]  rY9c1nb9TSyJta1ZByTbnw DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user, base path is set to: null
09:02:59.058 [XNIO-1 task-1]  rY9c1nb9TSyJta1ZByTbnw DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/user
09:02:59.058 [XNIO-1 task-1]  rY9c1nb9TSyJta1ZByTbnw DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user, base path is set to: null
09:02:59.067 [XNIO-1 task-1]  rhh9__jKSnGM4uEPBqtl1w DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user/62359927, base path is set to: null
09:02:59.067 [XNIO-1 task-1]  rhh9__jKSnGM4uEPBqtl1w DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/user
09:02:59.067 [XNIO-1 task-1]  rhh9__jKSnGM4uEPBqtl1w DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/user/{userId}
09:02:59.067 [XNIO-1 task-1]  rhh9__jKSnGM4uEPBqtl1w DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user/62359927, base path is set to: null
09:02:59.068 [XNIO-1 task-1]  rhh9__jKSnGM4uEPBqtl1w DEBUG com.networknt.schema.TypeValidator debug - validate( "62359927", "62359927", userId)
09:02:59.074 [XNIO-1 task-1]  xzYItIJVTB6tF8wPGwVPXA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/password/512e8ad2
09:02:59.075 [XNIO-1 task-1]  xzYItIJVTB6tF8wPGwVPXA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
09:02:59.075 [XNIO-1 task-1]  xzYItIJVTB6tF8wPGwVPXA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user/{userId}
09:02:59.075 [XNIO-1 task-1]  xzYItIJVTB6tF8wPGwVPXA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/password/{userId}
09:02:59.075 [XNIO-1 task-1]  xzYItIJVTB6tF8wPGwVPXA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/password/512e8ad2
09:02:59.076 [XNIO-1 task-1]  xzYItIJVTB6tF8wPGwVPXA DEBUG com.networknt.schema.TypeValidator debug - validate( {"password":"8b332830-b99a-4122-8881-805d5bb540f5","newPassword":"ab69cac2-ddf3-4115-b999-439750dcfa6c","newPasswordConfirm":"ab69cac2-ddf3-4115-b999-439750dcfa6c"}, {"password":"8b332830-b99a-4122-8881-805d5bb540f5","newPassword":"ab69cac2-ddf3-4115-b999-439750dcfa6c","newPasswordConfirm":"ab69cac2-ddf3-4115-b999-439750dcfa6c"}, requestBody)
09:02:59.076 [XNIO-1 task-1]  xzYItIJVTB6tF8wPGwVPXA DEBUG c.n.schema.PropertiesValidator debug - validate( {"password":"8b332830-b99a-4122-8881-805d5bb540f5","newPassword":"ab69cac2-ddf3-4115-b999-439750dcfa6c","newPasswordConfirm":"ab69cac2-ddf3-4115-b999-439750dcfa6c"}, {"password":"8b332830-b99a-4122-8881-805d5bb540f5","newPassword":"ab69cac2-ddf3-4115-b999-439750dcfa6c","newPasswordConfirm":"ab69cac2-ddf3-4115-b999-439750dcfa6c"}, requestBody)
09:02:59.076 [XNIO-1 task-1]  xzYItIJVTB6tF8wPGwVPXA DEBUG com.networknt.schema.FormatValidator debug - validate( "ab69cac2-ddf3-4115-b999-439750dcfa6c", {"password":"8b332830-b99a-4122-8881-805d5bb540f5","newPassword":"ab69cac2-ddf3-4115-b999-439750dcfa6c","newPasswordConfirm":"ab69cac2-ddf3-4115-b999-439750dcfa6c"}, requestBody.newPasswordConfirm)
09:02:59.076 [XNIO-1 task-1]  xzYItIJVTB6tF8wPGwVPXA DEBUG com.networknt.schema.FormatValidator debug - validate( "8b332830-b99a-4122-8881-805d5bb540f5", {"password":"8b332830-b99a-4122-8881-805d5bb540f5","newPassword":"ab69cac2-ddf3-4115-b999-439750dcfa6c","newPasswordConfirm":"ab69cac2-ddf3-4115-b999-439750dcfa6c"}, requestBody.password)
09:02:59.076 [XNIO-1 task-1]  xzYItIJVTB6tF8wPGwVPXA DEBUG com.networknt.schema.FormatValidator debug - validate( "ab69cac2-ddf3-4115-b999-439750dcfa6c", {"password":"8b332830-b99a-4122-8881-805d5bb540f5","newPassword":"ab69cac2-ddf3-4115-b999-439750dcfa6c","newPasswordConfirm":"ab69cac2-ddf3-4115-b999-439750dcfa6c"}, requestBody.newPassword)
09:02:59.095 [XNIO-1 task-1]  I_yadFXgTpWcBu1DJ9GbhA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
09:02:59.096 [XNIO-1 task-1]  I_yadFXgTpWcBu1DJ9GbhA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
09:02:59.096 [XNIO-1 task-1]  I_yadFXgTpWcBu1DJ9GbhA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
09:02:59.106 [XNIO-1 task-1]  H_KK3Mt4RsaZJKi3TPAihQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
09:02:59.106 [XNIO-1 task-1]  H_KK3Mt4RsaZJKi3TPAihQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
09:02:59.106 [XNIO-1 task-1]  H_KK3Mt4RsaZJKi3TPAihQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
09:02:59.115 [XNIO-1 task-1]  90YUliEvRMSo63EaDauxkw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
09:02:59.115 [XNIO-1 task-1]  90YUliEvRMSo63EaDauxkw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
09:02:59.116 [XNIO-1 task-1]  90YUliEvRMSo63EaDauxkw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
09:02:59.121 [XNIO-1 task-1]  6SgZDr6XS6alxVnLeF6LxA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user/512e8ad2
09:02:59.122 [XNIO-1 task-1]  6SgZDr6XS6alxVnLeF6LxA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
09:02:59.122 [XNIO-1 task-1]  6SgZDr6XS6alxVnLeF6LxA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user/{userId}
09:02:59.122 [XNIO-1 task-1]  6SgZDr6XS6alxVnLeF6LxA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user/512e8ad2
09:02:59.128 [XNIO-1 task-1]  WlvUwRRvS8afK7Ab645D8w DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/password/512e8ad2, base path is set to: null
09:02:59.128 [XNIO-1 task-1]  WlvUwRRvS8afK7Ab645D8w DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/user
09:02:59.128 [XNIO-1 task-1]  WlvUwRRvS8afK7Ab645D8w DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/user/{userId}
09:02:59.128 [XNIO-1 task-1]  WlvUwRRvS8afK7Ab645D8w DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/password/{userId}
09:02:59.128 [XNIO-1 task-1]  WlvUwRRvS8afK7Ab645D8w DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/password/512e8ad2, base path is set to: null
09:02:59.128 [XNIO-1 task-1]  WlvUwRRvS8afK7Ab645D8w DEBUG com.networknt.schema.TypeValidator debug - validate( "512e8ad2", "512e8ad2", userId)
09:02:59.128 [XNIO-1 task-1]  WlvUwRRvS8afK7Ab645D8w DEBUG c.networknt.schema.RequiredValidator debug - validate( {"password":"ab69cac2-ddf3-4115-b999-439750dcfa6c","newPassword":"5f654d38-ecab-43e1-b6d8-ae446db945bd","newPasswordConfirm":"5f654d38-ecab-43e1-b6d8-ae446db945bd"}, {"password":"ab69cac2-ddf3-4115-b999-439750dcfa6c","newPassword":"5f654d38-ecab-43e1-b6d8-ae446db945bd","newPasswordConfirm":"5f654d38-ecab-43e1-b6d8-ae446db945bd"}, requestBody)
09:02:59.128 [XNIO-1 task-1]  WlvUwRRvS8afK7Ab645D8w DEBUG com.networknt.schema.TypeValidator debug - validate( "5f654d38-ecab-43e1-b6d8-ae446db945bd", {"password":"ab69cac2-ddf3-4115-b999-439750dcfa6c","newPassword":"5f654d38-ecab-43e1-b6d8-ae446db945bd","newPasswordConfirm":"5f654d38-ecab-43e1-b6d8-ae446db945bd"}, requestBody.newPasswordConfirm)
09:02:59.129 [XNIO-1 task-1]  WlvUwRRvS8afK7Ab645D8w DEBUG com.networknt.schema.TypeValidator debug - validate( "ab69cac2-ddf3-4115-b999-439750dcfa6c", {"password":"ab69cac2-ddf3-4115-b999-439750dcfa6c","newPassword":"5f654d38-ecab-43e1-b6d8-ae446db945bd","newPasswordConfirm":"5f654d38-ecab-43e1-b6d8-ae446db945bd"}, requestBody.password)
09:02:59.129 [XNIO-1 task-1]  WlvUwRRvS8afK7Ab645D8w DEBUG com.networknt.schema.TypeValidator debug - validate( "5f654d38-ecab-43e1-b6d8-ae446db945bd", {"password":"ab69cac2-ddf3-4115-b999-439750dcfa6c","newPassword":"5f654d38-ecab-43e1-b6d8-ae446db945bd","newPasswordConfirm":"5f654d38-ecab-43e1-b6d8-ae446db945bd"}, requestBody.newPassword)
09:02:59.131 [hz._hzInstance_1_dev.partition-operation.thread-9]   DEBUG c.n.oauth.cache.ClientMapStore load - Load:fd4d51a6-2013-4e3d-b53a-94b61c03b5d9
09:02:59.131 [hz._hzInstance_1_dev.partition-operation.thread-9]   DEBUG c.n.oauth.cache.ClientMapStore load - Load:fd4d51a6-2013-4e3d-b53a-94b61c03b5d9
09:02:59.147 [XNIO-1 task-1]  2Y4cMj-gRS-NR_XOT-snMg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user/512e8ad2
09:02:59.147 [XNIO-1 task-1]  2Y4cMj-gRS-NR_XOT-snMg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
09:02:59.147 [XNIO-1 task-1]  2Y4cMj-gRS-NR_XOT-snMg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user/{userId}
09:02:59.147 [XNIO-1 task-1]  2Y4cMj-gRS-NR_XOT-snMg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user/512e8ad2
09:02:59.153 [XNIO-1 task-1]  LvuWzr2MRXibF-ZjVf3log DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user, base path is set to: null
09:02:59.153 [XNIO-1 task-1]  LvuWzr2MRXibF-ZjVf3log DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/user
09:02:59.153 [XNIO-1 task-1]  LvuWzr2MRXibF-ZjVf3log DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user, base path is set to: null
09:02:59.158 [hz._hzInstance_1_dev.partition-operation.thread-15]   DEBUG c.n.oauth.cache.ClientMapStore delete - Delete:9330d924-9f7f-4768-a597-62d825f6c906
09:02:59.167 [XNIO-1 task-1]  OrYnMVqlT9CxmkrUBvKtaQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
09:02:59.167 [XNIO-1 task-1]  OrYnMVqlT9CxmkrUBvKtaQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
09:02:59.167 [XNIO-1 task-1]  OrYnMVqlT9CxmkrUBvKtaQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
09:02:59.167 [XNIO-1 task-1]  OrYnMVqlT9CxmkrUBvKtaQ DEBUG com.networknt.schema.FormatValidator debug - validate( "1", "1", page)
09:02:59.173 [XNIO-1 task-1]  YkFz-_68Qt-nRKx-VwtZnA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user/364a9ea4
09:02:59.173 [XNIO-1 task-1]  YkFz-_68Qt-nRKx-VwtZnA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
09:02:59.173 [XNIO-1 task-1]  YkFz-_68Qt-nRKx-VwtZnA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user/{userId}
09:02:59.173 [XNIO-1 task-1]  YkFz-_68Qt-nRKx-VwtZnA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user/364a9ea4
09:02:59.176 [XNIO-1 task-1]  2e6MXtgkSEiEjf2r8wIhUg DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user/364a9ea4, base path is set to: null
09:02:59.176 [XNIO-1 task-1]  2e6MXtgkSEiEjf2r8wIhUg DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/user
09:02:59.176 [XNIO-1 task-1]  2e6MXtgkSEiEjf2r8wIhUg DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/user/{userId}
09:02:59.176 [XNIO-1 task-1]  2e6MXtgkSEiEjf2r8wIhUg DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user/364a9ea4, base path is set to: null
09:02:59.176 [XNIO-1 task-1]  2e6MXtgkSEiEjf2r8wIhUg DEBUG com.networknt.schema.TypeValidator debug - validate( "364a9ea4", "364a9ea4", userId)
09:02:59.184 [XNIO-1 task-1]  mPp2CMeeSpW_C3711LRoBg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
09:02:59.184 [XNIO-1 task-1]  mPp2CMeeSpW_C3711LRoBg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
09:02:59.184 [XNIO-1 task-1]  mPp2CMeeSpW_C3711LRoBg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
09:02:59.184 [XNIO-1 task-1]  mPp2CMeeSpW_C3711LRoBg DEBUG com.networknt.schema.FormatValidator debug - validate( "1", "1", page)
09:02:59.191 [XNIO-1 task-1]  xcIRQ6CsRE-44tBsXHRsYA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
09:02:59.191 [XNIO-1 task-1]  xcIRQ6CsRE-44tBsXHRsYA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
09:02:59.191 [XNIO-1 task-1]  xcIRQ6CsRE-44tBsXHRsYA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
09:02:59.191 [XNIO-1 task-1]  xcIRQ6CsRE-44tBsXHRsYA DEBUG com.networknt.schema.FormatValidator debug - validate( "1", "1", page)
09:02:59.194 [XNIO-1 task-1]  GHLoeVamRTGlgQzXeHOtJw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
09:02:59.194 [XNIO-1 task-1]  GHLoeVamRTGlgQzXeHOtJw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
09:02:59.194 [XNIO-1 task-1]  GHLoeVamRTGlgQzXeHOtJw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
09:02:59.207 [XNIO-1 task-1]  Aj7kYUWHQWaeltRh6wQztg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
09:02:59.207 [XNIO-1 task-1]  Aj7kYUWHQWaeltRh6wQztg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
09:02:59.207 [XNIO-1 task-1]  Aj7kYUWHQWaeltRh6wQztg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
09:02:59.214 [XNIO-1 task-1]  9IyyFHQKSci2KdBRBTLfUA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
09:02:59.214 [XNIO-1 task-1]  9IyyFHQKSci2KdBRBTLfUA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
09:02:59.214 [XNIO-1 task-1]  9IyyFHQKSci2KdBRBTLfUA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
09:02:59.220 [XNIO-1 task-1]  m9qbmjkbRjCLmJPWS5-Dnw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user/66697650
09:02:59.220 [XNIO-1 task-1]  m9qbmjkbRjCLmJPWS5-Dnw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
09:02:59.220 [XNIO-1 task-1]  m9qbmjkbRjCLmJPWS5-Dnw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user/{userId}
09:02:59.220 [XNIO-1 task-1]  m9qbmjkbRjCLmJPWS5-Dnw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user/66697650
09:02:59.226 [XNIO-1 task-1]  qZ-C-q4dRnqFe_iv8rbX4Q DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user/66697650, base path is set to: null
09:02:59.226 [XNIO-1 task-1]  qZ-C-q4dRnqFe_iv8rbX4Q DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/user
09:02:59.226 [XNIO-1 task-1]  qZ-C-q4dRnqFe_iv8rbX4Q DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/user/{userId}
09:02:59.226 [XNIO-1 task-1]  qZ-C-q4dRnqFe_iv8rbX4Q DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user/66697650, base path is set to: null
09:02:59.226 [XNIO-1 task-1]  qZ-C-q4dRnqFe_iv8rbX4Q DEBUG com.networknt.schema.TypeValidator debug - validate( "66697650", "66697650", userId)
09:02:59.230 [XNIO-1 task-1]  K8XtDlR8Rk23HYewlZCn6w DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user/66697650
09:02:59.230 [XNIO-1 task-1]  K8XtDlR8Rk23HYewlZCn6w DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
09:02:59.230 [XNIO-1 task-1]  K8XtDlR8Rk23HYewlZCn6w DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user/{userId}
09:02:59.230 [XNIO-1 task-1]  K8XtDlR8Rk23HYewlZCn6w DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user/66697650
09:02:59.233 [XNIO-1 task-1]  MmXZlCczQuaCdbG5BcK3rw DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user/66697650, base path is set to: null
09:02:59.233 [XNIO-1 task-1]  MmXZlCczQuaCdbG5BcK3rw DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/user
09:02:59.233 [XNIO-1 task-1]  MmXZlCczQuaCdbG5BcK3rw DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/user/{userId}
09:02:59.234 [XNIO-1 task-1]  MmXZlCczQuaCdbG5BcK3rw DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user/66697650, base path is set to: null
09:02:59.234 [XNIO-1 task-1]  MmXZlCczQuaCdbG5BcK3rw DEBUG com.networknt.schema.TypeValidator debug - validate( "66697650", "66697650", userId)
09:02:59.237 [XNIO-1 task-1]  xFPUNg3JTb2E6HOCgmitOg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/password/66697650
09:02:59.237 [XNIO-1 task-1]  xFPUNg3JTb2E6HOCgmitOg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
09:02:59.237 [XNIO-1 task-1]  xFPUNg3JTb2E6HOCgmitOg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user/{userId}
09:02:59.237 [XNIO-1 task-1]  xFPUNg3JTb2E6HOCgmitOg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/password/{userId}
09:02:59.237 [XNIO-1 task-1]  xFPUNg3JTb2E6HOCgmitOg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/password/66697650
09:02:59.237 [XNIO-1 task-1]  xFPUNg3JTb2E6HOCgmitOg DEBUG com.networknt.schema.TypeValidator debug - validate( {"password":"ff57e364-8389-4d4b-a608-c96207d7e0c8","newPassword":"e48754b8-5162-4a2b-9d91-a6efab75d8f5","newPasswordConfirm":"e48754b8-5162-4a2b-9d91-a6efab75d8f5"}, {"password":"ff57e364-8389-4d4b-a608-c96207d7e0c8","newPassword":"e48754b8-5162-4a2b-9d91-a6efab75d8f5","newPasswordConfirm":"e48754b8-5162-4a2b-9d91-a6efab75d8f5"}, requestBody)
09:02:59.237 [XNIO-1 task-1]  xFPUNg3JTb2E6HOCgmitOg DEBUG c.n.schema.PropertiesValidator debug - validate( {"password":"ff57e364-8389-4d4b-a608-c96207d7e0c8","newPassword":"e48754b8-5162-4a2b-9d91-a6efab75d8f5","newPasswordConfirm":"e48754b8-5162-4a2b-9d91-a6efab75d8f5"}, {"password":"ff57e364-8389-4d4b-a608-c96207d7e0c8","newPassword":"e48754b8-5162-4a2b-9d91-a6efab75d8f5","newPasswordConfirm":"e48754b8-5162-4a2b-9d91-a6efab75d8f5"}, requestBody)
09:02:59.237 [XNIO-1 task-1]  xFPUNg3JTb2E6HOCgmitOg DEBUG com.networknt.schema.FormatValidator debug - validate( "e48754b8-5162-4a2b-9d91-a6efab75d8f5", {"password":"ff57e364-8389-4d4b-a608-c96207d7e0c8","newPassword":"e48754b8-5162-4a2b-9d91-a6efab75d8f5","newPasswordConfirm":"e48754b8-5162-4a2b-9d91-a6efab75d8f5"}, requestBody.newPasswordConfirm)
09:02:59.238 [XNIO-1 task-1]  xFPUNg3JTb2E6HOCgmitOg DEBUG com.networknt.schema.FormatValidator debug - validate( "ff57e364-8389-4d4b-a608-c96207d7e0c8", {"password":"ff57e364-8389-4d4b-a608-c96207d7e0c8","newPassword":"e48754b8-5162-4a2b-9d91-a6efab75d8f5","newPasswordConfirm":"e48754b8-5162-4a2b-9d91-a6efab75d8f5"}, requestBody.password)
09:02:59.238 [XNIO-1 task-1]  xFPUNg3JTb2E6HOCgmitOg DEBUG com.networknt.schema.FormatValidator debug - validate( "e48754b8-5162-4a2b-9d91-a6efab75d8f5", {"password":"ff57e364-8389-4d4b-a608-c96207d7e0c8","newPassword":"e48754b8-5162-4a2b-9d91-a6efab75d8f5","newPasswordConfirm":"e48754b8-5162-4a2b-9d91-a6efab75d8f5"}, requestBody.newPassword)
09:02:59.255 [XNIO-1 task-1]  dbc_bIypS6iqD_TNrUf6fw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user/66697650
09:02:59.255 [XNIO-1 task-1]  dbc_bIypS6iqD_TNrUf6fw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
09:02:59.255 [XNIO-1 task-1]  dbc_bIypS6iqD_TNrUf6fw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user/{userId}
09:02:59.255 [XNIO-1 task-1]  dbc_bIypS6iqD_TNrUf6fw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user/66697650
09:02:59.269 [XNIO-1 task-1]  XpbmmRdUQIOHbDlI5-WA0Q DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user, base path is set to: null
09:02:59.269 [XNIO-1 task-1]  XpbmmRdUQIOHbDlI5-WA0Q DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/user
09:02:59.270 [XNIO-1 task-1]  XpbmmRdUQIOHbDlI5-WA0Q DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user, base path is set to: null
09:02:59.278 [hz._hzInstance_1_dev.partition-operation.thread-2]   DEBUG c.n.oauth.cache.RefreshTokenMapStore store - Store:fdc274a8-1b59-452d-8597-d6da235338db
09:02:59.283 [XNIO-1 task-1]  5zg87ogHRR-kjk-HRcCHvg DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user, base path is set to: null
09:02:59.283 [XNIO-1 task-1]  5zg87ogHRR-kjk-HRcCHvg DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/user
09:02:59.285 [XNIO-1 task-1]  5zg87ogHRR-kjk-HRcCHvg DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user, base path is set to: null
09:02:59.298 [hz._hzInstance_1_dev.partition-operation.thread-2]   DEBUG c.n.oauth.cache.ServiceMapStore load - Load:9a7b793b
09:02:59.298 [hz._hzInstance_1_dev.partition-operation.thread-2]   DEBUG c.n.oauth.cache.ServiceMapStore load - Load:9a7b793b
09:02:59.305 [XNIO-1 task-1]  tjWOpLXTSB-akW2JVZcWqA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
09:02:59.305 [XNIO-1 task-1]  tjWOpLXTSB-akW2JVZcWqA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
09:02:59.305 [XNIO-1 task-1]  tjWOpLXTSB-akW2JVZcWqA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
09:02:59.317 [XNIO-1 task-1]  1rxiovXGQyaXlRc38hp0CA DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user, base path is set to: null
09:02:59.317 [XNIO-1 task-1]  1rxiovXGQyaXlRc38hp0CA DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/user
09:02:59.317 [XNIO-1 task-1]  1rxiovXGQyaXlRc38hp0CA DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user, base path is set to: null
09:02:59.323 [XNIO-1 task-1]  sOFmY2s8Rda8u5bjdWg8yg DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user, base path is set to: null
09:02:59.323 [XNIO-1 task-1]  sOFmY2s8Rda8u5bjdWg8yg DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/user
09:02:59.323 [XNIO-1 task-1]  sOFmY2s8Rda8u5bjdWg8yg DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user, base path is set to: null
